	Reported Trait	Trait Label	Trait Ontology id	PMID	COHORT	N	Ancestry	Classification	Notes	rv_idx
101	Dislocation finger	dislocation	EFO:0009521	34375979	UKB	194014.0	EUR	Population CC		524
678	Malnutrition	nutritional disorder	EFO:0001069	34375979	UKB	223140.0	EUR	Population CC		1814
805	Adrenal gland	adrenal gland disease	EFO:0005539	34375979	UKB	269170.0	EUR	Population CC		2093
336	Bicipital tendinitis	tendinitis	MONDO:0004857	34375979	UKB	269170.0	EUR	Population CC		1052
819	Other cerebral infarction	cerebral infarction	MONDO:0002679	34375979	UKB	199574.0	EUR	Population CC		2115
816	Other specified fever	anthrax infection	EFO:0000778	34375979	UKB	194143.0	EUR	Population CC		2106
920	Systemic sclerosis	systemic scleroderma	EFO:0000717	34375979	UKB	173002.0	EUR	Population CC		2380
975	Aspergillosis	aspergillosis	EFO:0007157	34375979	UKB	232918.0	EUR	Population CC		2817
919	Urticaria| unspecified	urticaria	EFO:0005531	34375979	UKB	222623.0	EUR	Population CC		2379
314	Other conjunctival vascular disorders and cysts	Popliteal synovial cyst	HP:0032072	34375979	UKB	269170.0	EUR	Population CC		954
624	Migraine with aura [classical migraine]	migraine with aura	MONDO:0005475	34375979	UKB	211835.0	EUR	Population CC		1702
629	Conductive hearing loss| unspecified	Conductive hearing impairment	HP:0000405	34375979	UKB	269170.0	EUR	Population CC		1715
924	Chest pain on breathing	Chest pain	HP:0100749	34375979	UKB	269170.0	EUR	Population CC		2394
497	Conjunctivitis| unspecified	chronic conjunctivitis	MONDO:0002314	34375979	UKB	269170.0	EUR	Population CC		1430
764	Coagulation defect| unspecified	blood coagulation disease	EFO:0009314	34375979	UKB	223209.0	EUR	Population CC		2007
370	Mechanical complication of cardiac electronic device	device complication	EFO:0009519	34375979	UKB	179727.0	EUR	Population CC		1117
225	Pleural effusion in conditions classified elsewhere	pleural effusion	EFO:0009637	34375979	UKB	269170.0	EUR	Population CC		754
638	Other multiple valve diseases	cafe au lait spots, multiple	MONDO:0007245	34375979	UKB	199335.0	EUR	Population CC		1735
907	Nonrheumatic tricuspid valve disorders	tricuspid valve stenosis	EFO:0007525	34375979	UKB	217487.0	EUR	Population CC		2332
959	Hyperventilation	Hyperventilation	HP:0002883	34375979	UKB	238869.0	EUR	Population CC		2638
567	With ketoacidosis	diabetic ketoacidosis	EFO:1000897	34375979	UKB	269170.0	EUR	Population CC		1572
949	Temporomandibular joint disorders	temporomandibular joint disorder	EFO:0005279	34375979	UKB	180596.0	EUR	Population CC		2529
923	Acute and subacute infective endocarditis	subacute bacterial endocarditis	EFO:1001193	34375979	UKB	162499.0	EUR	Population CC		2393
138	Other ulcerative colitis	ulcerative colitis	EFO:0000729	34375979	UKB	269170.0	EUR	Population CC		598
796	Angioneurotic oedema	angioedema	EFO:0005532	34375979	UKB	269170.0	EUR	Population CC		2081
337	Specific developmental disorders of scholastic skills	developmental disability	EFO:0003852	34375979	UKB	196634.0	EUR	Population CC		1053
142	Nephrotic syndrome	nephrotic syndrome	EFO:0004255	34375979	UKB	269170.0	EUR	Population CC		607
854	Candidiasis of vulva and vagina	vulvovaginal candidiasis	EFO:0007543	34375979	UKB	146157.0	EUR	Population CC		2180
57	Scrotal varices	varicocele	MONDO:0001498	34375979	UKB	123013.0	EUR	Population CC		392
329	Other endocrine disorders	endocrine system disease	EFO:0001379	34375979	UKB	216148.0	EUR	Population CC		1038
399	Unspecified human immunodeficiency virus [hiv] disease	HIV infection	EFO:0000764	34375979	UKB	127276.0	EUR	Population CC		1220
508	Otosclerosis| unspecified	otosclerosis	EFO:0004213	34375979	UKB	226273.0	EUR	Population CC		1454
365	Disorders of both aortic and tricuspid valves	tricuspid valve stenosis	EFO:0007525	34375979	UKB	206344.0	EUR	Population CC		1109
813	Autoimmune thyroiditis	autoimmune thyroid disease	EFO:0006812	34375979	UKB	159166.0	EUR	Population CC		2103
261	Other congenital malformations of heart	conotruncal heart malformations	MONDO:0016581	34375979	UKB	269170.0	EUR	Population CC		844
515	Amyloidosis	amyloidosis	EFO:1001875	34375979	UKB	219515.0	EUR	Population CC		1469
963	Achilles tendinitis	Achilles tendon injury	EFO:0600078	34375979	UKB	229403.0	EUR	Population CC		2668
372	Polycystic kidney| unspecified	Polycystic Kidney Disease	EFO:0008620	34375979	UKB	269170.0	EUR	Population CC		1128
664	Allergic rhinitis| unspecified	allergic rhinitis	EFO:0005854	34375979	UKB	269170.0	EUR	Population CC		1785
982	Cauda equina syndrome	Cauda equina syndrome	EFO:0007196	34375979	UKB	269170.0	EUR	Population CC		2833
863	Paget's disease of bone| unspecified	osteitis deformans	EFO:0004261	34375979	UKB	187647.0	EUR	Population CC		2214
824	Aortic valve disorder| unspecified	aortic valve disease	EFO:0009531	34375979	UKB	198021.0	EUR	Population CC		2120
838	Excessive vomiting in pregnancy	pregnancy	EFO:0002950	34375979	UKB	146903.0	EUR	Population CC		2145
771	Drug-induced osteoporosis	osteoporosis	EFO:0003882	34375979	UKB	203970.0	EUR	Population CC		2024
691	Viral pneumonia| not elsewhere classified	viral pneumonia	EFO:0007541	34375979	UKB	269170.0	EUR	Population CC		1832
576	Abscess of liver	Liver abscess	HP:0100523	34375979	UKB	194771.0	EUR	Population CC		1612
9	Phlebitis and thrombophlebitis of unspecified site	Phlebitis	EFO:1001395	34375979	UKB	269170.0	EUR	Population CC		34
989	Hereditary ataxia	hereditary ataxia	EFO:0009671	34375979	UKB	198072.0	EUR	Population CC		2871
762	Delusional disorder	delusional disorder	MONDO:0004359	34375979	UKB	269170.0	EUR	Population CC		2003
899	Neoplasm of uncertain or unknown behaviour of endocrine glands	endocrine neoplasm	EFO:0003769	34375979	UKB	269170.0	EUR	Population CC		2308
306	Adult respiratory distress syndrome	adult acute respiratory distress syndrome	MONDO:0100130	34375979	UKB	186536.0	EUR	Population CC		938
720	Other allergic rhinitis	allergic rhinitis	EFO:0005854	34375979	UKB	269170.0	EUR	Population CC		1891
20	Other chronic suppurative otitis media	chronic non-suppurative otitis media	MONDO:0021206	34375979	UKB	269170.0	EUR	Population CC		54
969	Sequelae of infectious and parasitic diseases	parasitic infection	EFO:0001067	34375979	UKB	269170.0	EUR	Population CC		2697
941	Guillain-barre syndrome	Guillain-Barre syndrome	EFO:0007292	34375979	UKB	269170.0	EUR	Population CC		2484
178	Cerebral infarction due to embolism of cerebral arteries	intracranial embolism	EFO:1000991	34375979	UKB	207730.0	EUR	Population CC		673
746	Paranoid schizophrenia	schizophrenia	MONDO:0005090	34375979	UKB	180961.0	EUR	Population CC		1957
866	Ocular pain	Ocular pain	HP:0200026	34375979	UKB	269170.0	EUR	Population CC		2217
765	Fracture of orbital floor	orbital fracture	EFO:0009611	34375979	UKB	220662.0	EUR	Population CC		2008
139	Obstruction of duodenum	duodenal obstruction	EFO:1000908	34375979	UKB	269170.0	EUR	Population CC		601
693	Psoriasis vulgaris	psoriasis vulgaris	EFO:1001494	34375979	UKB	215900.0	EUR	Population CC		1835
986	Mental and behavioural disorders due to use of cannabinoids	mental or behavioural disorder	EFO:0000677	34375979	UKB	173428.0	EUR	Population CC		2845
559	Malignant neoplasms of bone and articular cartilage	Malignant Bone Neoplasm	EFO:1000350	34375979	UKB	212477.0	EUR	Population CC		1560
951	Achalasia of cardia	Achalasia	HP:0002571	34375979	UKB	269170.0	EUR	Population CC		2531
609	Autoimmune hepatitis	Autoimmune Hepatitis	EFO:0005676	34375979	UKB	178753.0	EUR	Population CC		1680
823	Influenza with other respiratory manifestations| virus not identified	influenza	EFO:0007328	34375979	UKB	269170.0	EUR	Population CC		2119
282	Keloid scar	Keloid	EFO:0004212	34375979	UKB	230846.0	EUR	Population CC		891
617	Unspecified visual loss	Visual loss	HP:0000572	34375979	UKB	269170.0	EUR	Population CC		1692
690	Erythema nodosum	Erythema nodosum	HP:0012219	34375979	UKB	188554.0	EUR	Population CC		1831
295	Patellofemoral disorders	patellofemoral pain syndrome	EFO:1001092	34375979	UKB	269170.0	EUR	Population CC		905
928	Phlebitis and thrombophlebitis of other sites	Phlebitis	EFO:1001395	34375979	UKB	269170.0	EUR	Population CC		2409
724	Medial epicondylitis	epicondylitis	EFO:1001887	34375979	UKB	269170.0	EUR	Population CC		1895
219	Indeterminate colitis	indeterminate colitis	EFO:1000034	34375979	UKB	269170.0	EUR	Population CC		744
842	Other specified mononeuropathies	anthrax infection	EFO:0000778	34375979	UKB	269170.0	EUR	Population CC		2150
954	Mononeuropathy in diseases classified elsewhere	mononeuropathy	EFO:0009558	34375979	UKB	184520.0	EUR	Population CC		2543
186	Chronic tubulo-interstitial nephritis	interstitial nephritis	MONDO:0001085	34375979	UKB	231884.0	EUR	Population CC		682
953	Diabetic mononeuropathy	diabetic neuropathy	EFO:1000783	34375979	UKB	185084.0	EUR	Population CC		2542
374	Spondylopathies in diseases classified elsewhere	inflammatory spondylopathy	MONDO:0001434	34375979	UKB	216926.0	EUR	Population CC		1131
880	Other spontaneous pneumothorax	familial spontaneous pneumothorax	MONDO:0008259	34375979	UKB	175887.0	EUR	Population CC		2258
661	Localised swelling| mass and lump| unspecified	localized superficial swelling, mass, or lump	EFO:0010683	34375979	UKB	269170.0	EUR	Population CC		1781
47	Vasculitis limited to skin| not elsewhere classified	vasculitis	EFO:0006803	34375979	UKB	269170.0	EUR	Population CC		364
752	Peripheral retinal degeneration	retinal degeneration	MONDO:0004580	34375979	UKB	228861.0	EUR	Population CC		1974
930	Fracture of vault of skull	Skull Fractures	EFO:1001425	34375979	UKB	157457.0	EUR	Population CC		2426
683	Cardiogenic shock	Shock	HP:0031273	34375979	UKB	167172.0	EUR	Population CC		1822
248	Chronic hepatitis| not elsewhere classified	chronic obstructive pulmonary disease	EFO:0000341	34375979	UKB	233261.0	EUR	Population CC		823
973	Congenital malformations of gallbladder| bile ducts and liver	liver disease	EFO:0001421	34375979	UKB	209179.0	EUR	Population CC		2745
861	Postprocedural hypoparathyroidism	hypoparathyroidism	EFO:0009451	34375979	UKB	195296.0	EUR	Population CC		2207
274	Other puerperal infections	Puerperal Infection	EFO:1001407	34375979	UKB	148093.0	EUR	Population CC		878
841	Intracranial haemorrhage (nontraumatic)| unspecified	intracranial hemorrhage	EFO:0000551	34375979	UKB	206824.0	EUR	Population CC		2149
780	Fracture of shaft of femur	femur fracture	EFO:0008553	34375979	UKB	269170.0	EUR	Population CC		2043
987	Hepatic fibrosis	Hepatic fibrosis	HP:0001395	34375979	UKB	205943.0	EUR	Population CC		2850
755	Penicillin resistant agent	Methicillin-Resistant Staphylococcus Aureus Infection	EFO:0008555	34375979	UKB	224499.0	EUR	Population CC		1992
634	Trifascicular block	block	EFO:0005067	34375979	UKB	156464.0	EUR	Population CC		1723
36	Other acute viral hepatitis	Acute hepatitis	HP:0200119	34375979	UKB	216023.0	EUR	Population CC		344
814	Lactose intolerance| unspecified	lactose intolerance	EFO:1000062	34375979	UKB	199052.0	EUR	Population CC		2104
450	Idiopathic gout	gout	EFO:0004274	34375979	UKB	140870.0	EUR	Population CC		1330
166	Algoneurodystrophy	algoneurodystrophy	MONDO:0001859	34375979	UKB	231552.0	EUR	Population CC		655
581	Atherosclerosis of other arteries	atherosclerosis	EFO:0003914	34375979	UKB	185181.0	EUR	Population CC		1626
827	Corneal ulcer	ulcer	MPATH:579	34375979	UKB	269170.0	EUR	Population CC		2125
901	Secondary hypertension	secondary hypertension	EFO:1002034	34375979	UKB	203557.0	EUR	Population CC		2314
855	Congenital malformations of great arteries	congenital anomaly of the great arteries	MONDO:0020292	34375979	UKB	269170.0	EUR	Population CC		2181
904	Placenta praevia	placenta praevia	EFO:0007442	34375979	UKB	146157.0	EUR	Population CC		2327
436	Pterygium	pterygium	EFO:0000678	34375979	UKB	269170.0	EUR	Population CC		1307
947	Organ-limited amyloidosis	hereditary amyloidosis	MONDO:0018634	34375979	UKB	269170.0	EUR	Population CC		2493
175	Disorders resulting from impaired renal tubular function	impaired renal function disease	MONDO:0001343	34375979	UKB	269170.0	EUR	Population CC		668
898	Preeclampsia| unspecified	preeclampsia	EFO:0000668	34375979	UKB	146157.0	EUR	Population CC		2307
925	Benign neoplasm of male genital organs	male reproductive organ cancer	EFO:0007355	34375979	UKB	123013.0	EUR	Population CC		2402
940	Other uterine inertia	Uterine Inertia	EFO:1001863	34375979	UKB	146157.0	EUR	Population CC		2482
84	Haemorrhage| not elsewhere classified	respiratory system disease	EFO:0000684	34375979	UKB	223815.0	EUR	Population CC		456
936	Discoid lupus erythematosus	discoid lupus erythematosus	MONDO:0019558	34375979	UKB	183051.0	EUR	Population CC		2472
795	Hidradenitis suppurativa	hidradenitis suppurativa	EFO:1000710	34375979	UKB	188971.0	EUR	Population CC		2078
781	Stage iv decubitus ulcer	decubitus ulcer	EFO:0007067	34375979	UKB	192020.0	EUR	Population CC		2046
315	Malignant neoplasm of parotid gland	parotid gland cancer	MONDO:0004700	34375979	UKB	221770.0	EUR	Population CC		955
776	Mechanical complication of intra-uterine contraceptive device	device complication	EFO:0009519	34375979	UKB	146157.0	EUR	Population CC		2035
840	Hydatidiform mole	Hydatidiform Mole	EFO:1000298	34375979	UKB	154612.0	EUR	Population CC		2147
934	Cytomegaloviral disease	cytomegalovirus infection	EFO:0001062	34375979	UKB	269170.0	EUR	Population CC		2459
100	Bacterial meningitis| not elsewhere classified	bacterial meningitis	EFO:1000831	34375979	UKB	269170.0	EUR	Population CC		523
222	Tuberculosis	tuberculosis	MONDO:0018076	34375979	UKB	190670.0	EUR	Population CC		747
945	Malabsorption due to intolerance| not elsewhere classified	lactose intolerance	EFO:1000062	34375979	UKB	214016.0	EUR	Population CC		2491
614	Other chronic sinusitis	sinusitis	EFO:0007486	34375979	UKB	269170.0	EUR	Population CC		1689
454	Dermatopolymyositis	dermatomyositis	EFO:0000398	34375979	UKB	269170.0	EUR	Population CC		1337
232	Actinomycosis	actinomycosis	EFO:0007128	34375979	UKB	269170.0	EUR	Population CC		783
972	Polycystic kidney| adult type	polycystic kidney disease 2	MONDO:0013131	34375979	UKB	269170.0	EUR	Population CC		2744
229	Other disorders of binocular movement	movement disorder	EFO:0004280	34375979	UKB	269170.0	EUR	Population CC		762
931	Torticollis	Torticollis	HP:0000473	34375979	UKB	269170.0	EUR	Population CC		2454
701	Nonscarring hair loss| unspecified	alopecia	MONDO:0004907	34375979	UKB	179651.0	EUR	Population CC		1850
557	Alcohol-induced chronic pancreatitis	pancreatitis	EFO:0000278	34375979	UKB	142695.0	EUR	Population CC		1553
872	Postmenopausal osteoporosis with pathological fracture	osteoporosis	EFO:0003882	34375979	UKB	199461.0	EUR	Population CC		2229
218	Periodontal disease| unspecified	periodontal disorder	MONDO:0002635	34375979	UKB	269170.0	EUR	Population CC		742
672	Atherosclerosis of renal artery	atherosclerosis	EFO:0003914	34375979	UKB	192102.0	EUR	Population CC		1802
345	Acute hepatitis b	Acute hepatitis	HP:0200119	34375979	UKB	197514.0	EUR	Population CC		1076
815	Other nutritional anaemias	nutritional disorder	EFO:0001069	34375979	UKB	269170.0	EUR	Population CC		2105
868	Endometriosis of fallopian tube	fallopian tube endometriosis	MONDO:0001282	34375979	UKB	146157.0	EUR	Population CC		2220
932	Other thrombophilia	thrombophilia	EFO:0009315	34375979	UKB	222239.0	EUR	Population CC		2455
876	Bipolar affective disorder| current episode hypomanic	manic or hypomanic episode	EFO:0007706	34375979	UKB	269170.0	EUR	Population CC		2249
444	Cicatricial alopecia [scarring hair loss]	cicatricial alopecia	EFO:1002028	34375979	UKB	202371.0	EUR	Population CC		1323
668	Shigellosis	shigellosis	EFO:0005585	34375979	UKB	269170.0	EUR	Population CC		1793
317	Other renal tubulo-interstitial diseases	interstitial nephritis	MONDO:0001085	34375979	UKB	220265.0	EUR	Population CC		959
981	Cushing's syndrome	Cushing syndrome	EFO:0003099	34375979	UKB	193072.0	EUR	Population CC		2831
635	Acanthosis nigricans	acanthosis nigricans	EFO:1000660	34375979	UKB	215273.0	EUR	Population CC		1724
905	Drug-induced polyneuropathy	polyneuropathy	EFO:0009562	34375979	UKB	269170.0	EUR	Population CC		2328
597	Disorder of adrenal gland| unspecified	adrenal gland disease	EFO:0005539	34375979	UKB	269170.0	EUR	Population CC		1658
95	Thalassaemia	Alpha-thalassemia	Orphanet:846	34375979	UKB	269170.0	EUR	Population CC		506
457	Chronic viral hepatitis b without delta-agent	viral human hepatitis infection	EFO:0004196	34375979	UKB	169143.0	EUR	Population CC		1340
933	Other specified disorders of adrenal gland	adrenal gland disease	EFO:0005539	34375979	UKB	269170.0	EUR	Population CC		2456
908	Purulent endophthalmitis	purulent endophthalmitis	MONDO:0004863	34375979	UKB	269170.0	EUR	Population CC		2334
551	Other diseases of hard tissues of teeth	tooth hard tissue disease	MONDO:0002220	34375979	UKB	269170.0	EUR	Population CC		1544
363	Sequelae of intracerebral haemorrhage	intracerebral hemorrhage	EFO:0005669	34375979	UKB	192720.0	EUR	Population CC		1101
429	Diabetes mellitus arising in pregnancy	gestational diabetes	EFO:0004593	34375979	UKB	146157.0	EUR	Population CC		1298
550	Acute sinusitis| unspecified	sinusitis	EFO:0007486	34375979	UKB	218037.0	EUR	Population CC		1542
717	Allergic urticaria	allergic urticaria	EFO:1000669	34375979	UKB	269170.0	EUR	Population CC		1883
968	Chronic ethmoidal sinusitis	ethmoid sinusitis	EFO:0007264	34375979	UKB	269170.0	EUR	Population CC		2696
991	Sensorineural hearing loss| unilateral with unrestricted hearing on the contralateral side	sensorineural hearing loss	EFO:1001176	34375979	UKB	269170.0	EUR	Population CC		2882
